´«¸ÐÆ÷Î»ÖÃ,0GTA32CRH101_PV,0GTA32CT101_PV,0GTA32CP101_PV
2026-04-03 08:34,93.6,18.55,97.07
2026-04-03 08:35,93.3,18.52,97.07
2026-04-03 08:36,93.4,18.58,97.07
2026-04-03 08:37,93.3,18.69,97.07
2026-04-03 08:38,93,18.69,97.07
2026-04-03 08:39,92.8,18.76,97.07
2026-04-03 08:40,93,18.66,97.06
2026-04-03 08:41,93,18.74,97.05
2026-04-03 08:42,93.1,18.69,97.05
2026-04-03 08:43,92.9,18.69,97.05
2026-04-03 08:44,93.1,18.72,97.05
2026-04-03 08:45,93.5,18.73,97.04
2026-04-03 08:46,93.1,18.73,97.04
2026-04-03 08:47,92.7,18.73,97.04
2026-04-03 08:48,92.7,18.8,97.04
2026-04-03 08:49,93,18.82,97.05
2026-04-03 08:50,92.4,18.98,97.05
2026-04-03 08:51,92.1,18.93,97.04
2026-04-03 08:52,92.2,19,97.05
2026-04-03 08:53,91.8,19.03,97.04
2026-04-03 08:54,91.9,19.01,97.05
2026-04-03 08:55,91.7,19.06,97.04
2026-04-03 08:56,92.8,18.91,97.03
2026-04-03 08:57,91.8,18.91,97.03
2026-04-03 08:58,92,19.06,97.03
2026-04-03 08:59,91.9,19.01,97.02
2026-04-03 09:00,91.4,19.04,97.01
2026-04-03 09:01,91.3,19.19,97.02
2026-04-03 09:02,91.7,19.13,97.03
2026-04-03 09:03,91.2,19.28,97.04
2026-04-03 09:04,92.1,19.18,97.04
2026-04-03 09:05,91.4,19.15,97.05
2026-04-03 09:06,92.2,19.08,97.07
2026-04-03 09:07,92.2,19.13,97.07
2026-04-03 09:08,91.6,19.11,97.08
2026-04-03 09:09,91.7,19.14,97.07
2026-04-03 09:10,91.6,19.17,97.07
2026-04-03 09:11,91.7,19.08,97.07
2026-04-03 09:12,91.5,19.18,97.07
2026-04-03 09:13,91.3,19.17,97.06
2026-04-03 09:14,91.7,19.18,97.07
2026-04-03 09:15,92,19.17,97.07
2026-04-03 09:16,91.8,19.15,97.07
2026-04-03 09:17,91.7,19.14,97.06
2026-04-03 09:18,91.8,19.24,97.06
2026-04-03 09:19,91.2,19.17,97.06
2026-04-03 09:20,91.3,19.21,97.07
2026-04-03 09:21,91.4,19.25,97.07
2026-04-03 09:22,91.3,19.32,97.07
2026-04-03 09:23,91.6,19.22,97.08
2026-04-03 09:24,91.4,19.29,97.08
2026-04-03 09:25,91.5,19.29,97.07
2026-04-03 09:26,91.6,19.29,97.07
2026-04-03 09:27,91.7,19.37,97.07
2026-04-03 09:28,91.6,19.24,97.07
2026-04-03 09:29,91.9,19.19,97.07
2026-04-03 09:30,92.1,19,97.06
2026-04-03 09:31,92.7,19.1,97.06
2026-04-03 09:32,92.7,19.04,97.05
2026-04-03 09:33,92.9,18.96,97.05
2026-04-03 09:34,93.3,18.9,97.06
2026-04-03 09:35,93.3,18.9,97.06
2026-04-03 09:36,93.5,18.89,97.06
2026-04-03 09:37,93.4,18.94,97.07
2026-04-03 09:38,93.9,18.89,97.07
2026-04-03 09:39,93.8,18.89,97.07
2026-04-03 09:40,94.1,18.87,97.06
2026-04-03 09:41,94.4,18.76,97.06
2026-04-03 09:42,95,18.73,97.04
2026-04-03 09:43,95.1,18.67,97.02
2026-04-03 09:44,95.3,18.66,97.01
2026-04-03 09:45,95.8,18.67,97.02
2026-04-03 09:46,95.5,18.55,97.04
2026-04-03 09:47,95.9,18.58,97.04
2026-04-03 09:48,96,18.58,97.04
2026-04-03 09:49,96.3,18.46,97.02
2026-04-03 09:50,96.5,18.45,97.02
2026-04-03 09:51,96.7,18.45,97.04
2026-04-03 09:52,97,18.46,97.04
2026-04-03 09:53,96.9,18.37,97.05
2026-04-03 09:54,96.8,18.42,97.04
2026-04-03 09:55,96.8,18.31,97.05
2026-04-03 09:56,96.8,18.38,97.06
2026-04-03 09:57,96.9,18.48,97.06
2026-04-03 09:58,96.9,18.38,97.06
2026-04-03 09:59,96.9,18.42,97.06
2026-04-03 10:00,97.1,18.45,97.05
2026-04-03 10:01,97.1,18.34,97.05
2026-04-03 10:02,97.3,18.45,97.05
2026-04-03 10:03,97.2,18.35,97.04
2026-04-03 10:04,97.4,18.34,97.05
2026-04-03 10:05,97.5,18.27,97.05
2026-04-03 10:06,97.5,18.28,97.05
2026-04-03 10:07,97.7,18.22,97.04
2026-04-03 10:08,97.7,18.2,97.05
2026-04-03 10:09,97.8,18.11,97.05
2026-04-03 10:10,98,18.25,97.04
2026-04-03 10:11,98,18.15,97.04
2026-04-03 10:12,97.9,18.13,97.04
2026-04-03 10:13,98.2,18.25,97.03
2026-04-03 10:14,98.1,18.2,97.04
2026-04-03 10:15,97.9,18.08,97.03
2026-04-03 10:16,98.1,18.2,97.04
2026-04-03 10:17,98,18.11,97.03
2026-04-03 10:18,98,18.31,97.03
2026-04-03 10:19,97.9,18.28,97.03
2026-04-03 10:20,98.1,18.21,97.03
2026-04-03 10:21,97.8,18.13,97.01
2026-04-03 10:22,97.9,18.27,97.03
2026-04-03 10:23,97.9,18.32,97.04
2026-04-03 10:24,97.7,18.25,97.02
2026-04-03 10:25,97.7,18.3,97.01
2026-04-03 10:26,97.7,18.32,97.04
2026-04-03 10:27,97.6,18.35,97.04
2026-04-03 10:28,97.3,18.31,97.04
2026-04-03 10:29,97.5,18.34,97.04
2026-04-03 10:30,97.5,18.35,97.04
2026-04-03 10:31,97.3,18.24,97.04
2026-04-03 10:32,97.3,18.31,97.04
2026-04-03 10:33,97.5,18.39,97.03
2026-04-03 10:34,97.3,18.34,97.02
2026-04-03 10:35,97.2,18.3,97.03
2026-04-03 10:36,97.2,18.42,97.03
2026-04-03 10:37,97,18.38,97.02
2026-04-03 10:38,97,18.42,97.02
2026-04-03 10:39,96.9,18.42,97.02
2026-04-03 10:40,97.2,18.34,97.01
2026-04-03 10:41,97.4,18.32,97.01
2026-04-03 10:42,97.2,18.31,97.01
2026-04-03 10:43,97.2,18.39,97.02
2026-04-03 10:44,97.2,18.21,97.03
2026-04-03 10:45,97.6,18.34,97.02
2026-04-03 10:46,97.4,18.22,97
2026-04-03 10:47,97.4,18.37,97.01
2026-04-03 10:48,97.4,18.38,97
2026-04-03 10:49,97.4,18.28,97.01
2026-04-03 10:50,97.2,18.35,97.01
2026-04-03 10:51,97.3,18.37,97
2026-04-03 10:52,97,18.37,97
2026-04-03 10:53,97.1,18.54,97
2026-04-03 10:54,97.1,18.46,97.01
2026-04-03 10:55,97,18.59,97
2026-04-03 10:56,96.7,18.6,96.99
2026-04-03 10:57,96.7,18.7,96.99
2026-04-03 10:58,96.6,18.73,96.99
2026-04-03 10:59,96.2,18.74,96.98
2026-04-03 11:00,96.3,18.76,96.99
2026-04-03 11:01,96,18.65,96.99
2026-04-03 11:02,95.9,18.7,96.98
2026-04-03 11:03,95.5,18.83,97
2026-04-03 11:04,95.8,18.83,97
2026-04-03 11:05,96.2,18.8,97
2026-04-03 11:06,96.2,18.82,96.99
2026-04-03 11:07,96.2,18.85,96.99
2026-04-03 11:08,95.9,18.85,97
2026-04-03 11:09,96,18.82,97
2026-04-03 11:10,96,18.87,97
2026-04-03 11:11,96,18.85,97.01
2026-04-03 11:12,95.9,18.74,97
2026-04-03 11:13,96.2,18.77,97.01
2026-04-03 11:14,96.2,18.86,97.02
2026-04-03 11:15,96,18.79,97.02
2026-04-03 11:16,96,18.85,97.02
2026-04-03 11:17,96,18.73,97.02
2026-04-03 11:18,95.7,18.82,97.02
2026-04-03 11:19,95.6,18.79,97.02
2026-04-03 11:20,95.7,18.83,97.02
2026-04-03 11:21,95.7,18.89,97.01
2026-04-03 11:22,95.6,18.85,97.02
2026-04-03 11:23,95.6,18.77,97.02
2026-04-03 11:24,95.9,18.76,97.02
2026-04-03 11:25,95.7,18.73,97.01
2026-04-03 11:26,95.7,18.83,97.02
2026-04-03 11:27,95.4,18.93,97.02
2026-04-03 11:28,95.4,18.87,97.01
2026-04-03 11:29,95.3,18.91,97.01
2026-04-03 11:30,95.2,18.86,97.02
2026-04-03 11:31,95.3,18.89,97.01
2026-04-03 11:32,95.1,18.86,97.01
2026-04-03 11:33,95.1,18.89,97.01
2026-04-03 11:34,95.2,18.77,97.02
2026-04-03 11:35,95,18.89,97.01
2026-04-03 11:36,94.7,18.93,97
2026-04-03 11:37,94.7,19,97.01
2026-04-03 11:38,94.8,18.96,96.99
2026-04-03 11:39,94.6,18.97,97
2026-04-03 11:40,94.8,19.08,97.01
2026-04-03 11:41,94.7,19.03,97
2026-04-03 11:42,94.6,19.04,97.01
2026-04-03 11:43,94.6,19.14,96.99
2026-04-03 11:44,94.6,19.14,97
2026-04-03 11:45,94.5,18.93,97
2026-04-03 11:46,94.6,19.03,97
2026-04-03 11:47,94.6,19.07,97.01
2026-04-03 11:48,94.5,18.82,97.01
2026-04-03 11:49,95.1,18.87,97
2026-04-03 11:50,95,19.03,97.01
2026-04-03 11:51,95,18.97,97.01
2026-04-03 11:52,94.9,18.91,97.01
2026-04-03 11:53,95.5,18.86,97.02
2026-04-03 11:54,95.5,18.87,97.02
2026-04-03 11:55,95.4,18.97,97.02
2026-04-03 11:56,95.9,18.89,97.02
2026-04-03 11:57,96.2,18.65,97.03
2026-04-03 11:58,96.8,18.69,97.03
2026-04-03 11:59,96.9,18.67,97.03
2026-04-03 12:00,96.7,18.62,97.04
2026-04-03 12:01,97.1,18.63,97.05
2026-04-03 12:02,97,18.77,97.06
2026-04-03 12:03,96.9,18.89,97.07
2026-04-03 12:04,97.5,18.86,97.09
2026-04-03 12:05,98,18.74,97.12
2026-04-03 12:06,97.9,18.65,97.12
2026-04-03 12:07,98.1,18.77,97.12
2026-04-03 12:08,97.6,18.6,97.11
2026-04-03 12:09,96.7,18.55,97.12
2026-04-03 12:10,96.9,18.39,97.14
2026-04-03 12:11,97.6,18.39,97.12
2026-04-03 12:12,97.7,17.86,97.1
2026-04-03 12:13,98,17.92,97.09
2026-04-03 12:14,98.1,17.82,97.1
2026-04-03 12:15,98.3,17.86,97.1
2026-04-03 12:16,98.4,17.8,97.1
2026-04-03 12:17,98.6,17.78,97.09
2026-04-03 12:18,98.2,17.66,97.08
2026-04-03 12:19,98.1,17.64,97.08
2026-04-03 12:20,98.1,17.56,97.09
2026-04-03 12:21,97.8,17.46,97.08
2026-04-03 12:22,97.9,17.46,97.07
2026-04-03 12:23,97.8,17.33,97.05
2026-04-03 12:24,98,17.4,97.06
2026-04-03 12:25,98,17.49,97.06
2026-04-03 12:26,98.3,17.61,97.04
2026-04-03 12:27,98,17.53,97.04
2026-04-03 12:28,98,17.52,97.02
2026-04-03 12:29,97.5,17.33,97.02
2026-04-03 12:30,97.8,17.46,97.03
2026-04-03 12:31,97.4,17.37,97.03
2026-04-03 12:32,97.6,17.35,97.04
2026-04-03 12:33,97.7,17.34,97.05
2026-04-03 12:34,98.4,17.34,97.06
2026-04-03 12:35,98.5,17.49,97.07
2026-04-03 12:36,98.6,17.37,97.05
2026-04-03 12:37,98.6,17.52,97.02
2026-04-03 12:38,98.5,17.53,97.03
2026-04-03 12:39,98.2,17.62,97.01
2026-04-03 12:40,98,17.41,97.01
2026-04-03 12:41,97.9,17.48,97
2026-04-03 12:42,97.8,17.48,97
2026-04-03 12:43,97.8,17.46,97
2026-04-03 12:44,97.9,17.53,96.99
2026-04-03 12:45,97.8,17.48,96.98
2026-04-03 12:46,98,17.49,96.98
2026-04-03 12:47,98.1,17.44,97
2026-04-03 12:48,97.7,17.34,97.03
2026-04-03 12:49,97.5,17.27,97.05
2026-04-03 12:50,98.1,17.34,97.03
2026-04-03 12:51,98.2,17.53,97.02
2026-04-03 12:52,98.6,17.56,97.01
2026-04-03 12:53,98.6,17.51,96.99
2026-04-03 12:54,98.4,17.48,97
2026-04-03 12:55,98.3,17.45,97.01
2026-04-03 12:56,98.5,17.61,97.01
2026-04-03 12:57,98.6,17.41,97.01
2026-04-03 12:58,98.6,17.61,97
2026-04-03 12:59,98.5,17.51,97
2026-04-03 13:00,98.4,17.53,97.01
2026-04-03 13:01,98.3,17.44,97.04
2026-04-03 13:02,98.3,17.35,97.07
2026-04-03 13:03,98.4,17.24,97.08
2026-04-03 13:04,98.7,17.21,97.09
2026-04-03 13:05,98.8,17.34,97.07
2026-04-03 13:06,99.1,17.41,97.06
2026-04-03 13:07,99,17.4,97.05
2026-04-03 13:08,99,17.52,97.04
2026-04-03 13:09,98.9,17.35,97.05
2026-04-03 13:10,99.2,17.34,97.04
2026-04-03 13:11,99.1,17.56,97.04
2026-04-03 13:12,98.8,17.44,97.03
2026-04-03 13:13,98.8,17.42,97
2026-04-03 13:14,98.5,17.55,97
2026-04-03 13:15,98.3,17.59,96.99
2026-04-03 13:16,98.5,17.26,96.99
2026-04-03 13:17,98.5,17.34,97.04
2026-04-03 13:18,98.7,17.48,97.04
2026-04-03 13:19,98.5,17.33,97.01
2026-04-03 13:20,98.3,17,96.99
2026-04-03 13:21,98.6,17.03,96.96
2026-04-03 13:22,98.4,17.1,96.95
2026-04-03 13:23,98.2,17.21,96.95
2026-04-03 13:24,98,17.11,96.95
2026-04-03 13:25,98.4,17.02,96.97
2026-04-03 13:26,98.4,17.03,96.96
2026-04-03 13:27,98.3,17.1,96.97
2026-04-03 13:28,98.3,17.09,96.96
2026-04-03 13:29,98.3,17.11,96.97
2026-04-03 13:30,98.3,17.16,96.96
2026-04-03 13:31,98.1,17.2,96.95
2026-04-03 13:32,98,17.24,96.94
2026-04-03 13:33,98.1,17.28,96.94
2026-04-03 13:34,98.1,17.17,96.94
2026-04-03 13:35,98.4,17.17,96.96
2026-04-03 13:36,98.3,17.21,96.96
2026-04-03 13:37,98.2,17.13,96.95
2026-04-03 13:38,98.5,17.02,96.94
2026-04-03 13:39,98.4,16.97,96.94
2026-04-03 13:40,98.7,16.99,96.95
2026-04-03 13:41,98.9,17.09,96.95
2026-04-03 13:42,98.6,17.14,96.95
2026-04-03 13:43,98.4,17.28,96.94
2026-04-03 13:44,98.7,17.21,96.93
2026-04-03 13:45,98.8,17.21,96.93
2026-04-03 13:46,98.9,17.09,96.93
2026-04-03 13:47,98.9,17.23,96.94
2026-04-03 13:48,98.8,17.02,96.93
2026-04-03 13:49,99.4,16.97,96.91
2026-04-03 13:50,99.5,17.03,96.89
2026-04-03 13:51,99.3,17.07,96.89
2026-04-03 13:52,99.4,16.96,96.91
2026-04-03 13:53,99.5,16.94,96.92
2026-04-03 13:54,99.2,17,96.93
2026-04-03 13:55,99.2,17.05,96.94
2026-04-03 13:56,99.2,17.13,96.93
2026-04-03 13:57,99,17.11,96.93
2026-04-03 13:58,98.9,17,96.91
2026-04-03 13:59,98.8,17.09,96.91
2026-04-03 14:00,99.2,16.97,96.93
2026-04-03 14:01,99.4,16.89,96.94
2026-04-03 14:02,99.6,16.8,96.94
2026-04-03 14:03,99.6,16.84,96.92
2026-04-03 14:04,99.6,16.89,96.93
2026-04-03 14:05,99.5,16.86,96.92
2026-04-03 14:06,99.6,16.84,96.92
2026-04-03 14:07,99.6,16.93,96.94
2026-04-03 14:08,99.4,17.02,96.93
2026-04-03 14:09,99.1,16.97,96.94
2026-04-03 14:10,99.1,17.02,96.94
2026-04-03 14:11,99.2,17.09,96.94
2026-04-03 14:12,98.9,17.18,96.93
2026-04-03 14:13,98.7,17.21,96.92
2026-04-03 14:14,99.1,17.09,96.91
2026-04-03 14:15,99.3,17,96.9
2026-04-03 14:16,99.7,17,96.9
2026-04-03 14:17,99.7,17.1,96.9
2026-04-03 14:18,99.7,17.11,96.91
2026-04-03 14:19,99.4,17.1,96.93
2026-04-03 14:20,99.3,16.99,96.93
2026-04-03 14:21,99.5,16.93,96.95
2026-04-03 14:22,99.6,16.89,96.97
2026-04-03 14:23,99.6,16.87,96.98
2026-04-03 14:24,99.5,16.92,96.98
2026-04-03 14:25,99.7,16.97,96.96
2026-04-03 14:26,99.6,16.93,96.96
2026-04-03 14:27,99.8,16.94,96.94
2026-04-03 14:28,99.7,16.97,96.92
2026-04-03 14:29,99.7,17.1,96.91
2026-04-03 14:30,99.7,17.14,96.89
2026-04-03 14:31,99.6,16.94,96.89
2026-04-03 14:32,99.6,17,96.89
2026-04-03 14:33,99.8,16.97,96.88
2026-04-03 14:34,99.6,17.1,96.88
2026-04-03 14:35,99.7,17.11,96.87
2026-04-03 14:36,99.7,16.99,96.88
2026-04-03 14:37,99.8,17.03,96.88
2026-04-03 14:38,99.8,17,96.88
2026-04-03 14:39,99.7,17.05,96.89
2026-04-03 14:40,99.5,17.09,96.88
2026-04-03 14:41,99.5,17.18,96.88
2026-04-03 14:42,99.3,17.27,96.86
2026-04-03 14:43,99.1,17.14,96.87
2026-04-03 14:44,99,17.2,96.87
2026-04-03 14:45,98.9,17.18,96.88
2026-04-03 14:46,98.9,17.3,96.89
2026-04-03 14:47,98.9,17.2,96.9
2026-04-03 14:48,98.7,17.18,96.91
2026-04-03 14:49,98.7,17.33,96.91
2026-04-03 14:50,98.6,17.26,96.92
2026-04-03 14:51,98.5,17.24,96.91
2026-04-03 14:52,98.5,17.4,96.9
2026-04-03 14:53,98.4,17.23,96.91
2026-04-03 14:54,98.6,17.28,96.9
2026-04-03 14:55,98.8,17.28,96.91
2026-04-03 14:56,98.9,17.2,96.92
2026-04-03 14:57,99.1,17.14,96.91
2026-04-03 14:58,99.1,17.09,96.9
2026-04-03 14:59,98.9,17.11,96.89
2026-04-03 15:00,98.9,17.33,96.88
2026-04-03 15:01,98.7,17.38,96.88
2026-04-03 15:02,98.5,17.26,96.88
2026-04-03 15:03,98.4,17.27,96.88
2026-04-03 15:04,98.5,17.33,96.88
2026-04-03 15:05,98.4,17.37,96.88
2026-04-03 15:06,98.4,17.49,96.87
2026-04-03 15:07,98.3,17.53,96.86
2026-04-03 15:08,98.4,17.23,96.88
2026-04-03 15:09,98.5,17.27,96.89
2026-04-03 15:10,98.5,17.35,96.89
2026-04-03 15:11,98.5,17.33,96.91
2026-04-03 15:12,98.5,17.34,96.9
2026-04-03 15:13,98.4,17.45,96.9
2026-04-03 15:14,98.3,17.35,96.91
2026-04-03 15:15,98.5,17.26,96.91
2026-04-03 15:16,98.6,17.23,96.93
2026-04-03 15:17,98.6,17.3,96.93
2026-04-03 15:18,98.4,17.45,96.93
2026-04-03 15:19,98.3,17.42,96.92
2026-04-03 15:20,98.6,17.37,96.91
2026-04-03 15:21,98.7,17.31,96.91
2026-04-03 15:22,98.7,17.35,96.91
2026-04-03 15:23,98.8,17.4,96.91
2026-04-03 15:24,98.6,17.55,96.91
2026-04-03 15:25,98.6,17.59,96.91
2026-04-03 15:26,98.3,17.46,96.91
2026-04-03 15:27,98.5,17.52,96.91
2026-04-03 15:28,98.5,17.53,96.91
2026-04-03 15:29,98.6,17.42,96.9
2026-04-03 15:30,98.7,17.45,96.91
2026-04-03 15:31,98.5,17.46,96.91
2026-04-03 15:32,98.4,17.49,96.91
2026-04-03 15:33,98.5,17.52,96.9
2026-04-03 15:34,98.5,17.65,96.9
2026-04-03 15:35,98.5,17.69,96.91
2026-04-03 15:36,98.4,17.72,96.9
2026-04-03 15:37,98.2,17.65,96.91
2026-04-03 15:38,98.3,17.58,96.91
2026-04-03 15:39,98.3,17.73,96.91
2026-04-03 15:40,98.4,17.56,96.91
2026-04-03 15:41,98.7,17.65,96.91
2026-04-03 15:42,98.8,17.68,96.92
2026-04-03 15:43,98.8,17.76,96.92
2026-04-03 15:44,98.5,17.64,96.92
2026-04-03 15:45,98.9,17.52,96.91
2026-04-03 15:46,99.2,17.58,96.92
2026-04-03 15:47,99.2,17.53,96.92
2026-04-03 15:48,99.2,17.53,96.92
2026-04-03 15:49,99.3,17.59,96.92
2026-04-03 15:50,99.4,17.49,96.91
2026-04-03 15:51,99.5,17.49,96.92
2026-04-03 15:52,99.2,17.58,96.93
2026-04-03 15:53,99.2,17.56,96.93
2026-04-03 15:54,99,17.62,96.93
2026-04-03 15:55,99.1,17.61,96.94
2026-04-03 15:56,99.1,17.65,96.94
2026-04-03 15:57,99.1,17.76,96.93
2026-04-03 15:58,98.4,17.59,96.93
2026-04-03 15:59,98.5,17.49,96.92
2026-04-03 16:00,98.4,17.53,96.92
2026-04-03 16:01,98.4,17.53,96.93
2026-04-03 16:02,98.3,17.45,96.93
2026-04-03 16:03,98.3,17.42,96.94
2026-04-03 16:04,98.6,17.46,96.94
2026-04-03 16:05,98.5,17.37,96.95
2026-04-03 16:06,98.6,17.49,96.94
2026-04-03 16:07,98.6,17.46,96.95
2026-04-03 16:08,98.6,17.52,96.94
2026-04-03 16:09,98.3,17.56,96.95
2026-04-03 16:10,98.3,17.61,96.96
2026-04-03 16:11,98.5,17.66,96.95
2026-04-03 16:12,98.4,17.69,96.96
2026-04-03 16:13,98.8,17.65,96.96
2026-04-03 16:14,98.7,17.72,96.96
2026-04-03 16:15,98.7,17.69,96.96
2026-04-03 16:16,98.6,17.66,96.96
2026-04-03 16:17,98.6,17.83,96.95
2026-04-03 16:18,98.3,17.83,96.95
2026-04-03 16:19,98.1,17.83,96.95
2026-04-03 16:20,98.1,18.1,96.94
2026-04-03 16:21,98,17.97,96.94
2026-04-03 16:22,98,17.92,96.93
2026-04-03 16:23,98.5,17.94,96.94
2026-04-03 16:24,98.8,17.79,96.93
2026-04-03 16:25,98.8,17.79,96.94
2026-04-03 16:26,98.8,17.78,96.94
2026-04-03 16:27,98.9,17.8,96.95
2026-04-03 16:28,98.8,17.92,96.96
2026-04-03 16:29,98.5,17.83,96.95
2026-04-03 16:30,98.3,17.85,96.96
2026-04-03 16:31,98.3,17.97,96.94
2026-04-03 16:32,98.3,17.78,96.96
2026-04-03 16:33,98.4,17.79,96.95
2026-04-03 16:34,98.6,17.75,96.96
2026-04-03 16:35,98.6,17.78,96.96
2026-04-03 16:36,98.4,17.94,96.96
2026-04-03 16:37,98.3,18.01,96.96
2026-04-03 16:38,98.3,17.75,96.97
2026-04-03 16:39,98.2,17.8,96.96
2026-04-03 16:40,98.3,17.86,96.96
2026-04-03 16:41,98.2,17.9,96.96
2026-04-03 16:42,98.1,17.96,96.95
2026-04-03 16:43,98,17.85,96.96
2026-04-03 16:44,98.1,17.9,96.96
2026-04-03 16:45,98.1,17.86,96.95
2026-04-03 16:46,98,17.97,96.95
2026-04-03 16:47,98.1,17.89,96.96
2026-04-03 16:48,98.3,17.73,96.95
2026-04-03 16:49,98.1,17.75,96.95
2026-04-03 16:50,98.8,17.65,96.96
2026-04-03 16:51,99.3,17.52,96.94
2026-04-03 16:52,99.4,17.64,96.96
2026-04-03 16:53,99.3,17.72,96.95
2026-04-03 16:54,99.2,17.65,96.97
2026-04-03 16:55,99.1,17.69,96.97
2026-04-03 16:56,99.1,17.61,96.97
2026-04-03 16:57,98.9,17.58,96.98
2026-04-03 16:58,98.9,17.62,96.97
2026-04-03 16:59,98.8,17.76,96.98
2026-04-03 17:00,98.7,17.73,96.98
2026-04-03 17:01,98.6,17.78,96.98
2026-04-03 17:02,98.5,17.75,96.98
2026-04-03 17:03,98.3,17.76,96.99
2026-04-03 17:04,98.3,17.86,96.99
2026-04-03 17:05,98.2,17.96,96.98
2026-04-03 17:06,97.9,17.85,96.98
2026-04-03 17:07,98,17.7,96.99
2026-04-03 17:08,98,17.76,96.98
2026-04-03 17:09,97.9,17.82,96.99
2026-04-03 17:10,97.8,17.83,96.99
2026-04-03 17:11,97.7,18.01,96.99
2026-04-03 17:12,97.6,18.05,96.99
2026-04-03 17:13,97.4,18.01,96.99
2026-04-03 17:14,97.5,18.05,96.99
2026-04-03 17:15,97.6,18.07,97
2026-04-03 17:16,97.2,18.2,97
2026-04-03 17:17,97.3,18,97
2026-04-03 17:18,97,18.13,97
2026-04-03 17:19,97,18.25,97
2026-04-03 17:20,97.1,18.08,97.02
2026-04-03 17:21,97.2,18.1,97.01
2026-04-03 17:22,97.2,18.07,97.01
2026-04-03 17:23,97.3,18.18,97.01
2026-04-03 17:24,96.9,18.11,97.01
2026-04-03 17:25,97.2,17.97,97.01
2026-04-03 17:26,97.3,17.99,97.01
2026-04-03 17:27,97.5,18.05,97.01
2026-04-03 17:28,97.2,18.03,97
2026-04-03 17:29,97.3,18.2,97
2026-04-03 17:30,97,18,97
2026-04-03 17:31,97.1,18,97
2026-04-03 17:32,97.1,17.9,96.99
2026-04-03 17:33,97.1,17.92,96.99
2026-04-03 17:34,97.3,17.99,96.99
2026-04-03 17:35,97.2,18.04,96.99
2026-04-03 17:36,97.5,18.01,96.99
2026-04-03 17:37,97.5,18.03,97
2026-04-03 17:38,97.7,18.04,97.02
2026-04-03 17:39,97.8,18.01,97.03
2026-04-03 17:40,97.6,17.89,97.03
2026-04-03 17:41,97.6,17.85,97.03
2026-04-03 17:42,97.5,17.89,97.02
2026-04-03 17:43,97.7,17.96,97.01
2026-04-03 17:44,97.4,18.03,97.01
2026-04-03 17:45,97.4,18.17,97.02
2026-04-03 17:46,97.3,18.2,97.02
2026-04-03 17:47,97.2,18.05,97.02
2026-04-03 17:48,97.2,17.89,97.02
2026-04-03 17:49,97.9,17.94,97.02
2026-04-03 17:50,97.9,17.87,97.01
2026-04-03 17:51,98.1,18,97.01
2026-04-03 17:52,98,17.97,97
2026-04-03 17:53,98,18.07,97.01
2026-04-03 17:54,98.1,17.96,97.03
2026-04-03 17:55,98.4,17.66,97.02
2026-04-03 17:56,98.5,17.8,97.02
2026-04-03 17:57,98.4,17.79,97.02
2026-04-03 17:58,98.5,17.83,97.01
2026-04-03 17:59,98.7,17.61,97.02
2026-04-03 18:00,98.9,17.79,97.03
2026-04-03 18:01,98.7,17.7,97.03
2026-04-03 18:02,98.8,17.62,97.01
2026-04-03 18:03,99,17.73,97.02
2026-04-03 18:04,99.1,17.76,97.01
2026-04-03 18:05,99,17.78,97.01
2026-04-03 18:06,99,17.75,97.01
2026-04-03 18:07,98.9,17.8,97.01
2026-04-03 18:08,99,17.8,97
2026-04-03 18:09,98.7,17.9,97.01
2026-04-03 18:10,98.6,17.85,97.01
2026-04-03 18:11,98.5,17.99,97.02
2026-04-03 18:12,98.8,17.83,97.03
2026-04-03 18:13,99.1,17.61,97.01
2026-04-03 18:14,99.4,17.46,97.02
2026-04-03 18:15,99.5,17.28,97.02
2026-04-03 18:16,99.8,17.37,97.02
2026-04-03 18:17,99.8,17.31,97.02
2026-04-03 18:18,99.7,17.26,97.01
2026-04-03 18:19,99.7,17.21,97.02
2026-04-03 18:20,99.8,17.3,97.01
2026-04-03 18:21,100,17.2,97
2026-04-03 18:22,100,17.24,97
2026-04-03 18:23,100,17.24,97
2026-04-03 18:24,100,17.21,97.01
2026-04-03 18:25,100,17.34,97.01
2026-04-03 18:26,100,17.37,97.01
2026-04-03 18:27,99.8,17.26,97.01
2026-04-03 18:28,99.8,17.55,97.02
2026-04-03 18:29,99.5,17.49,97.03
2026-04-03 18:30,99.3,17.51,97.04
2026-04-03 18:31,99.3,17.45,97.04
2026-04-03 18:32,99.1,17.49,97.04
2026-04-03 18:33,99.2,17.52,97.03
2026-04-03 18:34,99,17.52,97.03
2026-04-03 18:35,98.9,17.48,97.03
2026-04-03 18:36,98.9,17.55,97.03
2026-04-03 18:37,99.1,17.64,97.03
2026-04-03 18:38,98.9,17.7,97.02
2026-04-03 18:39,98.9,17.62,97.02
2026-04-03 18:40,98.8,17.52,97.03
2026-04-03 18:41,98.8,17.59,97.03
2026-04-03 18:42,98.7,17.64,97.03
2026-04-03 18:43,98.5,17.59,97.04
2026-04-03 18:44,98.5,17.78,97.05
2026-04-03 18:45,98.4,17.69,97.06
2026-04-03 18:46,98.7,17.76,97.07
2026-04-03 18:47,98.6,17.76,97.07
2026-04-03 18:48,98.5,17.78,97.07
2026-04-03 18:49,98.2,17.85,97.08
